MVNR01018673.1	orpheusFish_scaffold18673
MVNR01007462.1	orpheusFish_scaffold7462
MVNR01018600.1	NW_019047716.1
MVNR01026706.1	NW_019055822.1
MVNR01021308.1	orpheusFish_scaffold21308
MVNR01013796.1	NW_019042912.1
MVNR01018494.1	orpheusFish_scaffold18494
MVNR01026854.1	NW_019055970.1
MVNR01014810.1	NW_019043926.1
MVNR01012213.1	orpheusFish_scaffold12213
MVNR01021447.1	NW_019050563.1
MVNR01016238.1	NW_019045354.1
MVNR01020347.1	NW_019049463.1
MVNR01001330.1	orpheusFish_scaffold1330
MVNR01027509.1	NW_019056625.1
MVNR01020585.1	NW_019049701.1
MVNR01021119.1	NW_019050235.1
MVNR01002874.1	NW_019031990.1
MVNR01000174.1	orpheusFish_scaffold174
MVNR01020638.1	NW_019049754.1
MVNR01012140.1	orpheusFish_scaffold12140
MVNR01023451.1	orpheusFish_scaffold23451
MVNR01018357.1	orpheusFish_scaffold18357
MVNR01011989.1	orpheusFish_scaffold11989
MVNR01000134.1	orpheusFish_scaffold134
MVNR01029721.1	NW_019058837.1
MVNR01012221.1	NW_019041337.1
MVNR01029936.1	NW_019059052.1
MVNR01023263.1	orpheusFish_scaffold23263
MVNR01028906.1	orpheusFish_scaffold28906
MVNR01002704.1	orpheusFish_scaffold2704
MVNR01004632.1	orpheusFish_scaffold4632
MVNR01028180.1	NW_019057296.1
MVNR01021291.1	orpheusFish_scaffold21291
MVNR01025847.1	NW_019054963.1
MVNR01016634.1	NW_019045750.1
MVNR01026189.1	NW_019055305.1
MVNR01029349.1	orpheusFish_scaffold29349
MVNR01028814.1	NW_019057930.1
MVNR01017465.1	NW_019046581.1
MVNR01010493.1	NW_019039609.1
MVNR01015025.1	NW_019044141.1
MVNR01002672.1	orpheusFish_scaffold2672
MVNR01005382.1	orpheusFish_scaffold5382
MVNR01006948.1	NW_019036064.1
MVNR01029867.1	orpheusFish_scaffold29867
MVNR01015527.1	NW_019044643.1
MVNR01014703.1	NW_019043819.1
MVNR01022445.1	orpheusFish_scaffold22445
MVNR01021672.1	orpheusFish_scaffold21672
MVNR01027141.1	NW_019056257.1
MVNR01028946.1	orpheusFish_scaffold28946
MVNR01008473.1	NW_019037589.1
MVNR01029390.1	orpheusFish_scaffold29390
MVNR01025871.1	NW_019054987.1
MVNR01015633.1	NW_019044749.1
MVNR01000342.1	orpheusFish_scaffold342
MVNR01029934.1	orpheusFish_scaffold29934
MVNR01026827.1	orpheusFish_scaffold26827
MVNR01015154.1	NW_019044270.1
MVNR01014433.1	orpheusFish_scaffold14433
MVNR01013239.1	orpheusFish_scaffold13239
MVNR01020128.1	NW_019049244.1
MVNR01007287.1	NW_019036403.1
MVNR01025703.1	orpheusFish_scaffold25703
MVNR01005166.1	orpheusFish_scaffold5166
MVNR01008274.1	NW_019037390.1
MVNR01020349.1	NW_019049465.1
MVNR01005663.1	orpheusFish_scaffold5663
MVNR01026954.1	NW_019056070.1
MVNR01023184.1	NW_019052300.1
MVNR01025163.1	NW_019054279.1
MVNR01011913.1	orpheusFish_scaffold11913
MVNR01013688.1	orpheusFish_scaffold13688
MVNR01003089.1	orpheusFish_scaffold3089
MVNR01025209.1	NW_019054325.1
MVNR01021325.1	orpheusFish_scaffold21325
MVNR01018098.1	NW_019047214.1
MVNR01007201.1	NW_019036317.1
MVNR01006836.1	orpheusFish_scaffold6836
MVNR01008254.1	orpheusFish_scaffold8254
MVNR01019018.1	NW_019048134.1
MVNR01005993.1	orpheusFish_scaffold5993
MVNR01003829.1	orpheusFish_scaffold3829
MVNR01026389.1	NW_019055505.1
MVNR01001783.1	NW_019030899.1
MVNR01006351.1	NW_019035467.1
MVNR01020011.1	orpheusFish_scaffold20011
MVNR01009490.1	NW_019038606.1
MVNR01020773.1	orpheusFish_scaffold20773
MVNR01029663.1	orpheusFish_scaffold29663
MVNR01017326.1	orpheusFish_scaffold17326
MVNR01028496.1	orpheusFish_scaffold28496
MVNR01024590.1	NW_019053706.1
MVNR01003998.1	orpheusFish_scaffold3998
MVNR01020785.1	NW_019049901.1
MVNR01026475.1	NW_019055591.1
MVNR01008774.1	orpheusFish_scaffold8774
MVNR01008568.1	NW_019037684.1
MVNR01028776.1	NW_019057892.1
MVNR01005463.1	NW_019034579.1
MVNR01010546.1	NW_019039662.1
MVNR01017349.1	NW_019046465.1
MVNR01003473.1	NW_019032589.1
MVNR01007943.1	NW_019037059.1
MVNR01017091.1	orpheusFish_scaffold17091
MVNR01023134.1	orpheusFish_scaffold23134
MVNR01008052.1	NW_019037168.1
MVNR01001694.1	NW_019030810.1
MVNR01027640.1	orpheusFish_scaffold27640
MVNR01020553.1	NW_019049669.1
MVNR01022629.1	NW_019051745.1
MVNR01016819.1	NW_019045935.1
MVNR01003939.1	NW_019033055.1
MVNR01004557.1	NW_019033673.1
MVNR01026457.1	NW_019055573.1
MVNR01021831.1	orpheusFish_scaffold21831
MVNR01006635.1	NW_019035751.1
MVNR01008460.1	NW_019037576.1
MVNR01003694.1	orpheusFish_scaffold3694
MVNR01029503.1	NW_019058619.1
MVNR01028007.1	orpheusFish_scaffold28007
MVNR01014398.1	NW_019043514.1
MVNR01016516.1	NW_019045632.1
MVNR01006201.1	orpheusFish_scaffold6201
MVNR01011833.1	NW_019040949.1
MVNR01009346.1	NW_019038462.1
MVNR01009943.1	NW_019039059.1
MVNR01026173.1	orpheusFish_scaffold26173
MVNR01002349.1	NW_019031465.1
MVNR01022647.1	NW_019051763.1
MVNR01001524.1	orpheusFish_scaffold1524
MVNR01022890.1	orpheusFish_scaffold22890
MVNR01030298.1	NW_019059414.1
MVNR01029641.1	NW_019058757.1
MVNR01006263.1	orpheusFish_scaffold6263
MVNR01028640.1	orpheusFish_scaffold28640
MVNR01027537.1	NW_019056653.1
MVNR01012610.1	orpheusFish_scaffold12610
MVNR01026041.1	NW_019055157.1
MVNR01008101.1	orpheusFish_scaffold8101
MVNR01026544.1	orpheusFish_scaffold26544
MVNR01017588.1	orpheusFish_scaffold17588
MVNR01013798.1	orpheusFish_scaffold13798
MVNR01019693.1	NW_019048809.1
MVNR01019292.1	orpheusFish_scaffold19292
MVNR01014859.1	NW_019043975.1
MVNR01028186.1	orpheusFish_scaffold28186
MVNR01027197.1	NW_019056313.1
MVNR01004378.1	NW_019033494.1
MVNR01006190.1	orpheusFish_scaffold6190
MVNR01018401.1	orpheusFish_scaffold18401
MVNR01009293.1	NW_019038409.1
MVNR01008739.1	NW_019037855.1
MVNR01000782.1	orpheusFish_scaffold782
MVNR01012073.1	NW_019041189.1
MVNR01009442.1	NW_019038558.1
MVNR01024058.1	orpheusFish_scaffold24058
MVNR01004904.1	NW_019034020.1
MVNR01009088.1	NW_019038204.1
MVNR01009007.1	orpheusFish_scaffold9007
MVNR01006657.1	NW_019035773.1
MVNR01005767.1	NW_019034883.1
MVNR01015897.1	orpheusFish_scaffold15897
MVNR01001819.1	NW_019030935.1
MVNR01028030.1	orpheusFish_scaffold28030
MVNR01009323.1	orpheusFish_scaffold9323
MVNR01010754.1	NW_019039870.1
MVNR01025712.1	orpheusFish_scaffold25712
MVNR01024680.1	orpheusFish_scaffold24680
MVNR01014864.1	orpheusFish_scaffold14864
MVNR01021646.1	NW_019050762.1
MVNR01007239.1	orpheusFish_scaffold7239
MVNR01019367.1	NW_019048483.1
MVNR01001554.1	orpheusFish_scaffold1554
MVNR01029939.1	orpheusFish_scaffold29939
MVNR01006183.1	orpheusFish_scaffold6183
MVNR01005388.1	orpheusFish_scaffold5388
MVNR01002320.1	NW_019031436.1
MVNR01003699.1	NW_019032815.1
MVNR01010935.1	NW_019040051.1
MVNR01026584.1	NW_019055700.1
MVNR01018175.1	orpheusFish_scaffold18175
MVNR01015641.1	orpheusFish_scaffold15641
MVNR01030387.1	NW_019059503.1
MVNR01016403.1	orpheusFish_scaffold16403
MVNR01002215.1	NW_019031331.1
MVNR01009791.1	NW_019038907.1
MVNR01029306.1	NW_019058422.1
MVNR01016979.1	orpheusFish_scaffold16979
MVNR01012258.1	orpheusFish_scaffold12258
MVNR01022319.1	NW_019051435.1
MVNR01011134.1	NW_019040250.1
MVNR01030386.1	orpheusFish_scaffold30386
MVNR01010722.1	orpheusFish_scaffold10722
MVNR01014009.1	orpheusFish_scaffold14009
MVNR01015835.1	orpheusFish_scaffold15835
MVNR01000859.1	orpheusFish_scaffold859
MVNR01030019.1	NW_019059135.1
MVNR01026885.1	NW_019056001.1
MVNR01024776.1	NW_019053892.1
MVNR01005052.1	orpheusFish_scaffold5052
MVNR01028090.1	orpheusFish_scaffold28090
MVNR01004868.1	NW_019033984.1
MVNR01014988.1	NW_019044104.1
MVNR01029917.1	orpheusFish_scaffold29917
MVNR01016945.1	orpheusFish_scaffold16945
MVNR01001118.1	orpheusFish_scaffold1118
MVNR01013125.1	orpheusFish_scaffold13125
MVNR01030000.1	orpheusFish_scaffold30000
MVNR01016566.1	orpheusFish_scaffold16566
MVNR01009654.1	orpheusFish_scaffold9654
MVNR01013062.1	orpheusFish_scaffold13062
MVNR01005361.1	orpheusFish_scaffold5361
MVNR01007587.1	orpheusFish_scaffold7587
MVNR01028157.1	NW_019057273.1
MVNR01025671.1	orpheusFish_scaffold25671
MVNR01027545.1	NW_019056661.1
MVNR01005730.1	orpheusFish_scaffold5730
MVNR01015961.1	NW_019045077.1
MVNR01012623.1	orpheusFish_scaffold12623
MVNR01010970.1	orpheusFish_scaffold10970
MVNR01029604.1	NW_019058720.1
MVNR01026969.1	NW_019056085.1
MVNR01020289.1	orpheusFish_scaffold20289
MVNR01029173.1	orpheusFish_scaffold29173
MVNR01011767.1	orpheusFish_scaffold11767
MVNR01001895.1	orpheusFish_scaffold1895
MVNR01006995.1	NW_019036111.1
MVNR01029502.1	NW_019058618.1
MVNR01000276.1	orpheusFish_scaffold276
MVNR01027729.1	NW_019056845.1
MVNR01025341.1	orpheusFish_scaffold25341
MVNR01025739.1	orpheusFish_scaffold25739
MVNR01024802.1	orpheusFish_scaffold24802
MVNR01016055.1	orpheusFish_scaffold16055
MVNR01009523.1	orpheusFish_scaffold9523
MVNR01005722.1	NW_019034838.1
MVNR01010851.1	NW_019039967.1
MVNR01023066.1	NW_019052182.1
MVNR01013809.1	NW_019042925.1
MVNR01021329.1	orpheusFish_scaffold21329
MVNR01011992.1	NW_019041108.1
MVNR01021780.1	orpheusFish_scaffold21780
MVNR01018928.1	NW_019048044.1
MVNR01005992.1	NW_019035108.1
MVNR01026819.1	NW_019055935.1
MVNR01005008.1	orpheusFish_scaffold5008
MVNR01028309.1	orpheusFish_scaffold28309
MVNR01026905.1	orpheusFish_scaffold26905
MVNR01029624.1	NW_019058740.1
MVNR01024112.1	orpheusFish_scaffold24112
MVNR01019602.1	NW_019048718.1
MVNR01025102.1	NW_019054218.1
MVNR01002954.1	orpheusFish_scaffold2954
MVNR01009053.1	orpheusFish_scaffold9053
MVNR01013866.1	orpheusFish_scaffold13866
MVNR01028290.1	NW_019057406.1
MVNR01002797.1	orpheusFish_scaffold2797
MVNR01030169.1	orpheusFish_scaffold30169
MVNR01014391.1	NW_019043507.1
MVNR01020600.1	NW_019049716.1
MVNR01004386.1	orpheusFish_scaffold4386
MVNR01012845.1	NW_019041961.1
MVNR01007840.1	orpheusFish_scaffold7840
MVNR01021878.1	NW_019050994.1
MVNR01024039.1	NW_019053155.1
MVNR01025603.1	orpheusFish_scaffold25603
MVNR01024157.1	orpheusFish_scaffold24157
MVNR01012646.1	orpheusFish_scaffold12646
MVNR01019320.1	NW_019048436.1
MVNR01029119.1	orpheusFish_scaffold29119
MVNR01008750.1	orpheusFish_scaffold8750
MVNR01012463.1	NW_019041579.1
MVNR01030002.1	orpheusFish_scaffold30002
MVNR01015064.1	NW_019044180.1
MVNR01028117.1	NW_019057233.1
MVNR01009707.1	orpheusFish_scaffold9707
MVNR01008453.1	NW_019037569.1
MVNR01010488.1	NW_019039604.1
MVNR01017499.1	NW_019046615.1
MVNR01013444.1	orpheusFish_scaffold13444
MVNR01006298.1	NW_019035414.1
MVNR01029609.1	orpheusFish_scaffold29609
MVNR01025625.1	orpheusFish_scaffold25625
MVNR01022086.1	orpheusFish_scaffold22086
MVNR01004327.1	NW_019033443.1
MVNR01005160.1	orpheusFish_scaffold5160
MVNR01010217.1	orpheusFish_scaffold10217
MVNR01001092.1	NW_019030208.1
MVNR01026912.1	orpheusFish_scaffold26912
MVNR01028616.1	orpheusFish_scaffold28616
MVNR01030321.1	orpheusFish_scaffold30321
MVNR01020031.1	NW_019049147.1
MVNR01026580.1	orpheusFish_scaffold26580
MVNR01023744.1	orpheusFish_scaffold23744
MVNR01021680.1	NW_019050796.1
MVNR01023207.1	NW_019052323.1
MVNR01018122.1	orpheusFish_scaffold18122
MVNR01030320.1	orpheusFish_scaffold30320
MVNR01000031.1	NW_019029147.1
MVNR01007596.1	NW_019036712.1
MVNR01020044.1	orpheusFish_scaffold20044
MVNR01005287.1	NW_019034403.1
MVNR01014499.1	orpheusFish_scaffold14499
MVNR01016549.1	orpheusFish_scaffold16549
MVNR01026103.1	orpheusFish_scaffold26103
MVNR01014879.1	orpheusFish_scaffold14879
MVNR01018289.1	orpheusFish_scaffold18289
MVNR01007454.1	NW_019036570.1
MVNR01028914.1	NW_019058030.1
MVNR01018711.1	orpheusFish_scaffold18711
MVNR01022986.1	NW_019052102.1
MVNR01023739.1	orpheusFish_scaffold23739
MVNR01011892.1	orpheusFish_scaffold11892
MVNR01002935.1	NW_019032051.1
MVNR01002049.1	NW_019031165.1
MVNR01026069.1	NW_019055185.1
MVNR01004919.1	orpheusFish_scaffold4919
MVNR01014525.1	NW_019043641.1
MVNR01026443.1	orpheusFish_scaffold26443
MVNR01023596.1	NW_019052712.1
MVNR01015720.1	NW_019044836.1
MVNR01001849.1	orpheusFish_scaffold1849
MVNR01007432.1	NW_019036548.1
MVNR01026317.1	NW_019055433.1
MVNR01002013.1	orpheusFish_scaffold2013
MVNR01012210.1	orpheusFish_scaffold12210
MVNR01007255.1	orpheusFish_scaffold7255
MVNR01016375.1	orpheusFish_scaffold16375
MVNR01027058.1	NW_019056174.1
MVNR01028992.1	orpheusFish_scaffold28992
MVNR01008915.1	NW_019038031.1
MVNR01002774.1	orpheusFish_scaffold2774
MVNR01016876.1	NW_019045992.1
MVNR01022577.1	orpheusFish_scaffold22577
MVNR01015322.1	NW_019044438.1
MVNR01017570.1	orpheusFish_scaffold17570
MVNR01025732.1	NW_019054848.1
MVNR01011079.1	orpheusFish_scaffold11079
MVNR01024065.1	orpheusFish_scaffold24065
MVNR01016047.1	NW_019045163.1
MVNR01005752.1	orpheusFish_scaffold5752
MVNR01014984.1	orpheusFish_scaffold14984
MVNR01013223.1	orpheusFish_scaffold13223
MVNR01011301.1	orpheusFish_scaffold11301
MVNR01004409.1	NW_019033525.1
MVNR01008456.1	orpheusFish_scaffold8456
MVNR01028818.1	orpheusFish_scaffold28818
MVNR01028346.1	orpheusFish_scaffold28346
MVNR01023973.1	NW_019053089.1
MVNR01013256.1	orpheusFish_scaffold13256
MVNR01003057.1	orpheusFish_scaffold3057
MVNR01015394.1	orpheusFish_scaffold15394
MVNR01016684.1	NW_019045800.1
MVNR01007801.1	NW_019036917.1
MVNR01019008.1	NW_019048124.1
MVNR01016226.1	orpheusFish_scaffold16226
MVNR01003050.1	orpheusFish_scaffold3050
MVNR01011798.1	orpheusFish_scaffold11798
MVNR01018191.1	NW_019047307.1
MVNR01022081.1	NW_019051197.1
MVNR01009389.1	NW_019038505.1
MVNR01025611.1	NW_019054727.1
MVNR01010890.1	orpheusFish_scaffold10890
MVNR01006355.1	orpheusFish_scaffold6355
MVNR01002909.1	orpheusFish_scaffold2909
MVNR01000471.1	NW_019029587.1
MVNR01000946.1	NW_019030062.1
MVNR01013532.1	orpheusFish_scaffold13532
MVNR01015825.1	orpheusFish_scaffold15825
MVNR01002991.1	orpheusFish_scaffold2991
MVNR01010189.1	orpheusFish_scaffold10189
MVNR01015251.1	NW_019044367.1
MVNR01021017.1	orpheusFish_scaffold21017
MVNR01004078.1	NW_019033194.1
MVNR01025177.1	NW_019054293.1
MVNR01009301.1	NW_019038417.1
MVNR01016608.1	orpheusFish_scaffold16608
MVNR01003853.1	orpheusFish_scaffold3853
MVNR01009937.1	orpheusFish_scaffold9937
MVNR01028865.1	orpheusFish_scaffold28865
MVNR01004255.1	orpheusFish_scaffold4255
MVNR01028502.1	orpheusFish_scaffold28502
MVNR01006059.1	orpheusFish_scaffold6059
MVNR01022698.1	NW_019051814.1
MVNR01017937.1	NW_019047053.1
MVNR01001083.1	NW_019030199.1
MVNR01015236.1	NW_019044352.1
MVNR01002980.1	orpheusFish_scaffold2980
MVNR01002569.1	orpheusFish_scaffold2569
MVNR01021340.1	orpheusFish_scaffold21340
MVNR01025207.1	NW_019054323.1
MVNR01018959.1	orpheusFish_scaffold18959
MVNR01023626.1	orpheusFish_scaffold23626
MVNR01018046.1	orpheusFish_scaffold18046
MVNR01013675.1	orpheusFish_scaffold13675
MVNR01017087.1	NW_019046203.1
MVNR01000962.1	orpheusFish_scaffold962
MVNR01018794.1	orpheusFish_scaffold18794
MVNR01001252.1	orpheusFish_scaffold1252
MVNR01013786.1	NW_019042902.1
MVNR01024926.1	orpheusFish_scaffold24926
MVNR01029281.1	orpheusFish_scaffold29281
MVNR01010518.1	NW_019039634.1
MVNR01030296.1	NW_019059412.1
MVNR01003405.1	orpheusFish_scaffold3405
MVNR01030203.1	NW_019059319.1
MVNR01009175.1	orpheusFish_scaffold9175
MVNR01030106.1	NW_019059222.1
MVNR01000573.1	NW_019029689.1
MVNR01021223.1	orpheusFish_scaffold21223
MVNR01027337.1	NW_019056453.1
MVNR01024694.1	orpheusFish_scaffold24694
MVNR01026677.1	NW_019055793.1
MVNR01029462.1	NW_019058578.1
MVNR01021712.1	orpheusFish_scaffold21712
MVNR01025584.1	NW_019054700.1
MVNR01011115.1	orpheusFish_scaffold11115
MVNR01028227.1	NW_019057343.1
MVNR01023410.1	NW_019052526.1
MVNR01000172.1	orpheusFish_scaffold172
MVNR01003619.1	NW_019032735.1
MVNR01020802.1	NW_019049918.1
MVNR01026818.1	orpheusFish_scaffold26818
MVNR01024241.1	NW_019053357.1
MVNR01018847.1	orpheusFish_scaffold18847
MVNR01012701.1	NW_019041817.1
MVNR01002459.1	orpheusFish_scaffold2459
MVNR01014165.1	orpheusFish_scaffold14165
MVNR01012292.1	orpheusFish_scaffold12292
MVNR01011797.1	orpheusFish_scaffold11797
MVNR01018641.1	NW_019047757.1
MVNR01003904.1	orpheusFish_scaffold3904
MVNR01023795.1	orpheusFish_scaffold23795
MVNR01014500.1	NW_019043616.1
MVNR01030023.1	NW_019059139.1
MVNR01021630.1	orpheusFish_scaffold21630
MVNR01012075.1	orpheusFish_scaffold12075
MVNR01006035.1	NW_019035151.1
MVNR01007070.1	orpheusFish_scaffold7070
MVNR01017548.1	NW_019046664.1
MVNR01011935.1	orpheusFish_scaffold11935
MVNR01014842.1	NW_019043958.1
MVNR01026120.1	NW_019055236.1
MVNR01018404.1	NW_019047520.1
MVNR01015854.1	NW_019044970.1
MVNR01021013.1	NW_019050129.1
MVNR01008986.1	orpheusFish_scaffold8986
MVNR01003578.1	NW_019032694.1
MVNR01013814.1	orpheusFish_scaffold13814
MVNR01000439.1	orpheusFish_scaffold439
MVNR01003539.1	NW_019032655.1
MVNR01017784.1	NW_019046900.1
MVNR01020365.1	NW_019049481.1
MVNR01023000.1	orpheusFish_scaffold23000
MVNR01025554.1	NW_019054670.1
MVNR01017018.1	orpheusFish_scaffold17018
MVNR01029590.1	orpheusFish_scaffold29590
MVNR01003187.1	orpheusFish_scaffold3187
MVNR01005847.1	orpheusFish_scaffold5847
MVNR01019690.1	NW_019048806.1
MVNR01010631.1	orpheusFish_scaffold10631
MVNR01019894.1	NW_019049010.1
MVNR01001652.1	orpheusFish_scaffold1652
MVNR01003289.1	NW_019032405.1
MVNR01004817.1	NW_019033933.1
MVNR01018082.1	orpheusFish_scaffold18082
MVNR01003921.1	NW_019033037.1
MVNR01001707.1	orpheusFish_scaffold1707
MVNR01029769.1	orpheusFish_scaffold29769
MVNR01025082.1	orpheusFish_scaffold25082
MVNR01001142.1	orpheusFish_scaffold1142
MVNR01029713.1	orpheusFish_scaffold29713
MVNR01001908.1	orpheusFish_scaffold1908
MVNR01013579.1	NW_019042695.1
MVNR01028782.1	orpheusFish_scaffold28782
MVNR01006913.1	orpheusFish_scaffold6913
MVNR01026633.1	NW_019055749.1
MVNR01012546.1	orpheusFish_scaffold12546
MVNR01003806.1	orpheusFish_scaffold3806
MVNR01018920.1	orpheusFish_scaffold18920
MVNR01017974.1	orpheusFish_scaffold17974
MVNR01007172.1	NW_019036288.1
MVNR01021557.1	orpheusFish_scaffold21557
MVNR01017446.1	NW_019046562.1
MVNR01010177.1	NW_019039293.1
MVNR01029009.1	NW_019058125.1
MVNR01017420.1	orpheusFish_scaffold17420
MVNR01025637.1	NW_019054753.1
MVNR01016076.1	NW_019045192.1
MVNR01010095.1	NW_019039211.1
MVNR01016645.1	NW_019045761.1
MVNR01025287.1	orpheusFish_scaffold25287
MVNR01004399.1	NW_019033515.1
MVNR01000659.1	NW_019029775.1
MVNR01024122.1	orpheusFish_scaffold24122
MVNR01017457.1	orpheusFish_scaffold17457
MVNR01004297.1	orpheusFish_scaffold4297
MVNR01020878.1	NW_019049994.1
MVNR01004424.1	orpheusFish_scaffold4424
MVNR01022787.1	NW_019051903.1
MVNR01021754.1	orpheusFish_scaffold21754
MVNR01001177.1	NW_019030293.1
MVNR01002497.1	NW_019031613.1
MVNR01014444.1	NW_019043560.1
MVNR01015382.1	orpheusFish_scaffold15382
MVNR01013587.1	orpheusFish_scaffold13587
MVNR01028085.1	orpheusFish_scaffold28085
MVNR01012623.1	NW_019041739.1
MVNR01017741.1	NW_019046857.1
MVNR01019167.1	NW_019048283.1
MVNR01018180.1	NW_019047296.1
MVNR01010573.1	NW_019039689.1
MVNR01016191.1	NW_019045307.1
MVNR01005284.1	NW_019034400.1
MVNR01024925.1	orpheusFish_scaffold24925
MVNR01002778.1	NW_019031894.1
MVNR01030112.1	orpheusFish_scaffold30112
MVNR01013170.1	NW_019042286.1
MVNR01012252.1	NW_019041368.1
MVNR01028694.1	NW_019057810.1
MVNR01016643.1	NW_019045759.1
MVNR01015702.1	orpheusFish_scaffold15702
MVNR01010694.1	orpheusFish_scaffold10694
MVNR01007634.1	orpheusFish_scaffold7634
MVNR01003476.1	NW_019032592.1
MVNR01009117.1	NW_019038233.1
MVNR01013837.1	NW_019042953.1
MVNR01002170.1	orpheusFish_scaffold2170
MVNR01026687.1	orpheusFish_scaffold26687
MVNR01015863.1	orpheusFish_scaffold15863
MVNR01005430.1	NW_019034546.1
MVNR01026407.1	NW_019055523.1
MVNR01025409.1	orpheusFish_scaffold25409
MVNR01027372.1	NW_019056488.1
MVNR01005488.1	orpheusFish_scaffold5488
MVNR01026717.1	NW_019055833.1
MVNR01011734.1	NW_019040850.1
MVNR01016715.1	NW_019045831.1
MVNR01010153.1	NW_019039269.1
MVNR01003639.1	orpheusFish_scaffold3639
MVNR01011807.1	orpheusFish_scaffold11807
MVNR01005866.1	orpheusFish_scaffold5866
MVNR01019373.1	orpheusFish_scaffold19373
MVNR01018824.1	orpheusFish_scaffold18824
MVNR01023862.1	orpheusFish_scaffold23862
MVNR01001889.1	orpheusFish_scaffold1889
MVNR01021677.1	NW_019050793.1
MVNR01009281.1	orpheusFish_scaffold9281
MVNR01025808.1	orpheusFish_scaffold25808
MVNR01005187.1	orpheusFish_scaffold5187
MVNR01011195.1	orpheusFish_scaffold11195
MVNR01004810.1	NW_019033926.1
MVNR01011007.1	NW_019040123.1
MVNR01007194.1	NW_019036310.1
MVNR01021979.1	NW_019051095.1
MVNR01013133.1	orpheusFish_scaffold13133
MVNR01030164.1	orpheusFish_scaffold30164
MVNR01026055.1	orpheusFish_scaffold26055
MVNR01011560.1	orpheusFish_scaffold11560
MVNR01007973.1	orpheusFish_scaffold7973
MVNR01003188.1	orpheusFish_scaffold3188
MVNR01013500.1	NW_019042616.1
MVNR01021651.1	NW_019050767.1
MVNR01010740.1	orpheusFish_scaffold10740
MVNR01027537.1	orpheusFish_scaffold27537
MVNR01011432.1	orpheusFish_scaffold11432
MVNR01000498.1	NW_019029614.1
MVNR01020204.1	orpheusFish_scaffold20204
MVNR01006396.1	NW_019035512.1
MVNR01012472.1	orpheusFish_scaffold12472
MVNR01025796.1	NW_019054912.1
MVNR01024536.1	orpheusFish_scaffold24536
MVNR01000788.1	NW_019029904.1
MVNR01026009.1	NW_019055125.1
MVNR01015732.1	NW_019044848.1
MVNR01023108.1	orpheusFish_scaffold23108
MVNR01021805.1	NW_019050921.1
MVNR01000297.1	NW_019029413.1
MVNR01011320.1	NW_019040436.1
MVNR01016352.1	NW_019045468.1
MVNR01014412.1	orpheusFish_scaffold14412
MVNR01015820.1	NW_019044936.1
MVNR01007688.1	orpheusFish_scaffold7688
MVNR01026702.1	orpheusFish_scaffold26702
MVNR01015370.1	orpheusFish_scaffold15370
MVNR01011155.1	NW_019040271.1
MVNR01023449.1	orpheusFish_scaffold23449
MVNR01023253.1	NW_019052369.1
MVNR01020598.1	NW_019049714.1
MVNR01011677.1	NW_019040793.1
MVNR01026047.1	orpheusFish_scaffold26047
MVNR01011023.1	orpheusFish_scaffold11023
MVNR01029136.1	NW_019058252.1
MVNR01018039.1	orpheusFish_scaffold18039
MVNR01027720.1	orpheusFish_scaffold27720
MVNR01000864.1	orpheusFish_scaffold864
MVNR01016948.1	orpheusFish_scaffold16948
MVNR01008843.1	NW_019037959.1
MVNR01020834.1	orpheusFish_scaffold20834
MVNR01013590.1	NW_019042706.1
MVNR01025890.1	orpheusFish_scaffold25890
MVNR01018771.1	NW_019047887.1
MVNR01002739.1	orpheusFish_scaffold2739
MVNR01001885.1	orpheusFish_scaffold1885
MVNR01012712.1	orpheusFish_scaffold12712
MVNR01028163.1	NW_019057279.1
MVNR01005489.1	NW_019034605.1
MVNR01027481.1	orpheusFish_scaffold27481
MVNR01022388.1	NW_019051504.1
MVNR01021575.1	NW_019050691.1
MVNR01015834.1	NW_019044950.1
MVNR01021360.1	orpheusFish_scaffold21360
MVNR01016714.1	NW_019045830.1
MVNR01010265.1	orpheusFish_scaffold10265
MVNR01026115.1	NW_019055231.1
MVNR01026620.1	orpheusFish_scaffold26620
MVNR01015255.1	orpheusFish_scaffold15255
MVNR01019197.1	orpheusFish_scaffold19197
MVNR01019877.1	orpheusFish_scaffold19877
MVNR01012546.1	NW_019041662.1
MVNR01028654.1	NW_019057770.1
MVNR01016123.1	NW_019045239.1
MVNR01003008.1	NW_019032124.1
MVNR01000411.1	NW_019029527.1
MVNR01007997.1	NW_019037113.1
MVNR01015666.1	orpheusFish_scaffold15666
MVNR01000863.1	NW_019029979.1
MVNR01015767.1	NW_019044883.1
MVNR01022464.1	NW_019051580.1
MVNR01019803.1	orpheusFish_scaffold19803
MVNR01011412.1	orpheusFish_scaffold11412
MVNR01002652.1	orpheusFish_scaffold2652
MVNR01027658.1	orpheusFish_scaffold27658
MVNR01006383.1	orpheusFish_scaffold6383
MVNR01011973.1	orpheusFish_scaffold11973
MVNR01004286.1	NW_019033402.1
MVNR01014927.1	NW_019044043.1
MVNR01011005.1	NW_019040121.1
MVNR01001181.1	orpheusFish_scaffold1181
MVNR01018083.1	NW_019047199.1
MVNR01006820.1	orpheusFish_scaffold6820
MVNR01018202.1	NW_019047318.1
MVNR01015865.1	orpheusFish_scaffold15865
MVNR01029536.1	orpheusFish_scaffold29536
MVNR01015927.1	NW_019045043.1
MVNR01015509.1	orpheusFish_scaffold15509
