GL251067.1	NW_003276017.1
GL200969.1	NW_003225919.1
GL250053.1	NW_003275003.1
GL216622.1	NW_003241572.1
GL246856.1	NW_003271806.1
GL256017.1	NW_003280967.1
GL198264.1	NW_003223214.1
GL192481.1	NW_003217431.1
GL223448.1	NW_003248398.1
GL228826.1	NW_003253776.1
GL247499.1	NW_003272449.1
GL258309.1	NW_003283259.1
GL195536.1	NW_003220486.1
GL267808.1	NW_003292758.1
GL206059.1	NW_003231009.1
GL194631.1	NW_003219581.1
GL240529.1	NW_003265479.1
GL252265.1	NW_003277215.1
GL208243.1	NW_003233193.1
GL247367.1	NW_003272317.1
GL211324.1	NW_003236274.1
GL258521.1	NW_003283471.1
GL271589.1	NW_003296539.1
GL214421.1	NW_003239371.1
GL228414.1	NW_003253364.1
GL213010.1	NW_003237960.1
GL248442.1	NW_003273392.1
GL266765.1	NW_003291715.1
GL220134.1	NW_003245084.1
GL270679.1	NW_003295629.1
GL223923.1	NW_003248873.1
GL242041.1	NW_003266991.1
GL198508.1	NW_003223458.1
GL262995.1	NW_003287945.1
GL271429.1	NW_003296379.1
GL224111.1	NW_003249061.1
GL268049.1	NW_003292999.1
GL200872.1	NW_003225822.1
GL230791.1	NW_003255741.1
GL226781.1	NW_003251731.1
GL265691.1	NW_003290641.1
GL269648.1	NW_003294598.1
GL197343.1	NW_003222293.1
GL243466.1	NW_003268416.1
GL231598.1	NW_003256548.1
GL269229.1	NW_003294179.1
GL267637.1	NW_003292587.1
GL227394.1	NW_003252344.1
GL238711.1	NW_003263661.1
GL203393.1	NW_003228343.1
GL195121.1	NW_003220071.1
GL203279.1	NW_003228229.1
GL199465.1	NW_003224415.1
GL224146.1	NW_003249096.1
GL238759.1	NW_003263709.1
GL237241.1	NW_003262191.1
GL243938.1	NW_003268888.1
GL247292.1	NW_003272242.1
GL253149.1	NW_003278099.1
GL259835.1	NW_003284785.1
GL256314.1	NW_003281264.1
GL222492.1	NW_003247442.1
GL221827.1	NW_003246777.1
GL250349.1	NW_003275299.1
GL256483.1	NW_003281433.1
GL211075.1	NW_003236025.1
GL215488.1	NW_003240438.1
GL247064.1	NW_003272014.1
GL255369.1	NW_003280319.1
GL203537.1	NW_003228487.1
GL230043.1	NW_003254993.1
GL221076.1	NW_003246026.1
GL262433.1	NW_003287383.1
GL252230.1	NW_003277180.1
GL273467.1	NW_003298417.1
GL202110.1	NW_003227060.1
GL222152.1	NW_003247102.1
GL266474.1	NW_003291424.1
GL205374.1	NW_003230324.1
GL222770.1	NW_003247720.1
GL200905.1	NW_003225855.1
GL262221.1	NW_003287171.1
GL246510.1	NW_003271460.1
GL237779.1	NW_003262729.1
GL210621.1	NW_003235571.1
GL243284.1	NW_003268234.1
GL242344.1	NW_003267294.1
GL235175.1	NW_003260125.1
GL265299.1	NW_003290249.1
GL208527.1	NW_003233477.1
GL268561.1	NW_003293511.1
GL232663.1	NW_003257613.1
GL246503.1	NW_003271453.1
GL246690.1	NW_003271640.1
GL222746.1	NW_003247696.1
GL211251.1	NW_003236201.1
GL193519.1	NW_003218469.1
GL202492.1	NW_003227442.1
GL199116.1	NW_003224066.1
GL231698.1	NW_003256648.1
GL234209.1	NW_003259159.1
GL265589.1	NW_003290539.1
GL262634.1	NW_003287584.1
GL254599.1	NW_003279549.1
GL214388.1	NW_003239338.1
GL225425.1	NW_003250375.1
GL194444.1	NW_003219394.1
GL258283.1	NW_003283233.1
GL211714.1	NW_003236664.1
GL209165.1	NW_003234115.1
GL267484.1	NW_003292434.1
GL226114.1	NW_003251064.1
GL270511.1	NW_003295461.1
GL222768.1	NW_003247718.1
GL227558.1	NW_003252508.1
GL236946.1	NW_003261896.1
GL271743.1	NW_003296693.1
GL244168.1	NW_003269118.1
GL254911.1	NW_003279861.1
GL261257.1	NW_003286207.1
GL202943.1	NW_003227893.1
GL220341.1	NW_003245291.1
GL258015.1	NW_003282965.1
GL232886.1	NW_003257836.1
GL215821.1	NW_003240771.1
GL270971.1	NW_003295921.1
GL201759.1	NW_003226709.1
GL262484.1	NW_003287434.1
GL271708.1	NW_003296658.1
GL196448.1	NW_003221398.1
GL253363.1	NW_003278313.1
GL228858.1	NW_003253808.1
GL270274.1	NW_003295224.1
GL225115.1	NW_003250065.1
GL245038.1	NW_003269988.1
GL247752.1	NW_003272702.1
GL228800.1	NW_003253750.1
GL201064.1	NW_003226014.1
GL212971.1	NW_003237921.1
GL224845.1	NW_003249795.1
GL192432.1	NW_003217382.1
GL258111.1	NW_003283061.1
GL256127.1	NW_003281077.1
GL228462.1	NW_003253412.1
GL216133.1	NW_003241083.1
GL270488.1	NW_003295438.1
GL230960.1	NW_003255910.1
GL213936.1	NW_003238886.1
GL207035.1	NW_003231985.1
GL241166.1	NW_003266116.1
GL241097.1	NW_003266047.1
GL248118.1	NW_003273068.1
GL224593.1	NW_003249543.1
GL201392.1	NW_003226342.1
GL258953.1	NW_003283903.1
GL243335.1	NW_003268285.1
GL196521.1	NW_003221471.1
GL200411.1	NW_003225361.1
GL216925.1	NW_003241875.1
GL222935.1	NW_003247885.1
GL260844.1	NW_003285794.1
GL268873.1	NW_003293823.1
GL262883.1	NW_003287833.1
GL207801.1	NW_003232751.1
GL245885.1	NW_003270835.1
GL200110.1	NW_003225060.1
GL196293.1	NW_003221243.1
GL249881.1	NW_003274831.1
GL220294.1	NW_003245244.1
GL217850.1	NW_003242800.1
GL210766.1	NW_003235716.1
GL229847.1	NW_003254797.1
GL196529.1	NW_003221479.1
GL194590.1	NW_003219540.1
GL229329.1	NW_003254279.1
GL239274.1	NW_003264224.1
GL213696.1	NW_003238646.1
GL255476.1	NW_003280426.1
GL204134.1	NW_003229084.1
GL206910.1	NW_003231860.1
GL238852.1	NW_003263802.1
GL254735.1	NW_003279685.1
GL255994.1	NW_003280944.1
GL234252.1	NW_003259202.1
GL247633.1	NW_003272583.1
GL241466.1	NW_003266416.1
GL244268.1	NW_003269218.1
GL216224.1	NW_003241174.1
GL199184.1	NW_003224134.1
GL262836.1	NW_003287786.1
GL227890.1	NW_003252840.1
GL218840.1	NW_003243790.1
GL201442.1	NW_003226392.1
GL192833.1	NW_003217783.1
GL254869.1	NW_003279819.1
GL212307.1	NW_003237257.1
GL212824.1	NW_003237774.1
GL226858.1	NW_003251808.1
GL208739.1	NW_003233689.1
GL211374.1	NW_003236324.1
GL252103.1	NW_003277053.1
GL219382.1	NW_003244332.1
GL194489.1	NW_003219439.1
GL249860.1	NW_003274810.1
GL234618.1	NW_003259568.1
GL265861.1	NW_003290811.1
GL201418.1	NW_003226368.1
GL212710.1	NW_003237660.1
GL266803.1	NW_003291753.1
GL245557.1	NW_003270507.1
GL213402.1	NW_003238352.1
GL205437.1	NW_003230387.1
GL215946.1	NW_003240896.1
GL197369.1	NW_003222319.1
GL211522.1	NW_003236472.1
GL265382.1	NW_003290332.1
GL259842.1	NW_003284792.1
GL219762.1	NW_003244712.1
GL256235.1	NW_003281185.1
GL213668.1	NW_003238618.1
GL193880.1	NW_003218830.1
GL256774.1	NW_003281724.1
GL221437.1	NW_003246387.1
GL210413.1	NW_003235363.1
GL238596.1	NW_003263546.1
GL252580.1	NW_003277530.1
GL261285.1	NW_003286235.1
GL272453.1	NW_003297403.1
GL231819.1	NW_003256769.1
GL195388.1	NW_003220338.1
GL227584.1	NW_003252534.1
GL269221.1	NW_003294171.1
GL206994.1	NW_003231944.1
GL202995.1	NW_003227945.1
GL218636.1	NW_003243586.1
GL202974.1	NW_003227924.1
GL213819.1	NW_003238769.1
GL272109.1	NW_003297059.1
GL259317.1	NW_003284267.1
GL272219.1	NW_003297169.1
GL211306.1	NW_003236256.1
GL264125.1	NW_003289075.1
GL231869.1	NW_003256819.1
GL262175.1	NW_003287125.1
GL253064.1	NW_003278014.1
GL268657.1	NW_003293607.1
GL227143.1	NW_003252093.1
GL208532.1	NW_003233482.1
GL220071.1	NW_003245021.1
GL257762.1	NW_003282712.1
GL239998.1	NW_003264948.1
GL222364.1	NW_003247314.1
GL271838.1	NW_003296788.1
GL237322.1	NW_003262272.1
GL226537.1	NW_003251487.1
GL258817.1	NW_003283767.1
GL233255.1	NW_003258205.1
GL242760.1	NW_003267710.1
GL251009.1	NW_003275959.1
GL210810.1	NW_003235760.1
GL263037.1	NW_003287987.1
GL230537.1	NW_003255487.1
GL270930.1	NW_003295880.1
GL273447.1	NW_003298397.1
GL194974.1	NW_003219924.1
GL245792.1	NW_003270742.1
GL194062.1	NW_003219012.1
GL258216.1	NW_003283166.1
GL260783.1	NW_003285733.1
GL214148.1	NW_003239098.1
GL221129.1	NW_003246079.1
GL225237.1	NW_003250187.1
GL254331.1	NW_003279281.1
GL229261.1	NW_003254211.1
GL225679.1	NW_003250629.1
GL231148.1	NW_003256098.1
GL204086.1	NW_003229036.1
GL192752.1	NW_003217702.1
GL261191.1	NW_003286141.1
GL204132.1	NW_003229082.1
GL218143.1	NW_003243093.1
GL273045.1	NW_003297995.1
GL268357.1	NW_003293307.1
GL258324.1	NW_003283274.1
GL202313.1	NW_003227263.1
GL214545.1	NW_003239495.1
GL247896.1	NW_003272846.1
GL206634.1	NW_003231584.1
GL194455.1	NW_003219405.1
GL194730.1	NW_003219680.1
GL257283.1	NW_003282233.1
GL199054.1	NW_003224004.1
GL224823.1	NW_003249773.1
GL216541.1	NW_003241491.1
GL253388.1	NW_003278338.1
GL273736.1	NW_003298686.1
GL223918.1	NW_003248868.1
GL261083.1	NW_003286033.1
GL260703.1	NW_003285653.1
GL227026.1	NW_003251976.1
GL236002.1	NW_003260952.1
GL271248.1	NW_003296198.1
GL194999.1	NW_003219949.1
GL243819.1	NW_003268769.1
GL272122.1	NW_003297072.1
GL252638.1	NW_003277588.1
GL245485.1	NW_003270435.1
GL260135.1	NW_003285085.1
GL208725.1	NW_003233675.1
GL269245.1	NW_003294195.1
GL249669.1	NW_003274619.1
GL226348.1	NW_003251298.1
GL259574.1	NW_003284524.1
GL257058.1	NW_003282008.1
GL213465.1	NW_003238415.1
GL241125.1	NW_003266075.1
GL224156.1	NW_003249106.1
GL230100.1	NW_003255050.1
GL199118.1	NW_003224068.1
GL246129.1	NW_003271079.1
GL199518.1	NW_003224468.1
GL237963.1	NW_003262913.1
GL203558.1	NW_003228508.1
GL200574.1	NW_003225524.1
GL211744.1	NW_003236694.1
GL193848.1	NW_003218798.1
GL196541.1	NW_003221491.1
GL207792.1	NW_003232742.1
GL218027.1	NW_003242977.1
GL262740.1	NW_003287690.1
GL204567.1	NW_003229517.1
GL242545.1	NW_003267495.1
GL234070.1	NW_003259020.1
GL193851.1	NW_003218801.1
GL265344.1	NW_003290294.1
GL232069.1	NW_003257019.1
GL249475.1	NW_003274425.1
GL241483.1	NW_003266433.1
GL206509.1	NW_003231459.1
GL269363.1	NW_003294313.1
GL236297.1	NW_003261247.1
GL243433.1	NW_003268383.1
GL239954.1	NW_003264904.1
GL223317.1	NW_003248267.1
GL241769.1	NW_003266719.1
GL211624.1	NW_003236574.1
GL255506.1	NW_003280456.1
GL209940.1	NW_003234890.1
GL265352.1	NW_003290302.1
GL256792.1	NW_003281742.1
GL220382.1	NW_003245332.1
GL225439.1	NW_003250389.1
GL217446.1	NW_003242396.1
GL253192.1	NW_003278142.1
GL198864.1	NW_003223814.1
GL271784.1	NW_003296734.1
GL263820.1	NW_003288770.1
GL245014.1	NW_003269964.1
GL216886.1	NW_003241836.1
GL224749.1	NW_003249699.1
GL230856.1	NW_003255806.1
GL228515.1	NW_003253465.1
GL205076.1	NW_003230026.1
GL257816.1	NW_003282766.1
GL269415.1	NW_003294365.1
GL211108.1	NW_003236058.1
GL266809.1	NW_003291759.1
GL227418.1	NW_003252368.1
GL270883.1	NW_003295833.1
GL251782.1	NW_003276732.1
GL193766.1	NW_003218716.1
GL205075.1	NW_003230025.1
GL254864.1	NW_003279814.1
GL228596.1	NW_003253546.1
GL232997.1	NW_003257947.1
GL243018.1	NW_003267968.1
GL272668.1	NW_003297618.1
GL260603.1	NW_003285553.1
GL241972.1	NW_003266922.1
GL221467.1	NW_003246417.1
GL198694.1	NW_003223644.1
GL212702.1	NW_003237652.1
GL197523.1	NW_003222473.1
GL220036.1	NW_003244986.1
GL272660.1	NW_003297610.1
GL195990.1	NW_003220940.1
GL212567.1	NW_003237517.1
GL195437.1	NW_003220387.1
GL263048.1	NW_003287998.1
GL235158.1	NW_003260108.1
GL211880.1	NW_003236830.1
GL192655.1	NW_003217605.1
GL195828.1	NW_003220778.1
GL269674.1	NW_003294624.1
GL256682.1	NW_003281632.1
GL203871.1	NW_003228821.1
GL271247.1	NW_003296197.1
GL258619.1	NW_003283569.1
GL244434.1	NW_003269384.1
GL223725.1	NW_003248675.1
GL228047.1	NW_003252997.1
GL267042.1	NW_003291992.1
GL264680.1	NW_003289630.1
GL226835.1	NW_003251785.1
GL226935.1	NW_003251885.1
GL198125.1	NW_003223075.1
GL235406.1	NW_003260356.1
GL269251.1	NW_003294201.1
GL262547.1	NW_003287497.1
GL271351.1	NW_003296301.1
GL202677.1	NW_003227627.1
GL213233.1	NW_003238183.1
GL212066.1	NW_003237016.1
GL208034.1	NW_003232984.1
GL194093.1	NW_003219043.1
GL244685.1	NW_003269635.1
GL220753.1	NW_003245703.1
GL212086.1	NW_003237036.1
GL223560.1	NW_003248510.1
GL273215.1	NW_003298165.1
GL237422.1	NW_003262372.1
GL247511.1	NW_003272461.1
GL222698.1	NW_003247648.1
GL198555.1	NW_003223505.1
GL227873.1	NW_003252823.1
GL228729.1	NW_003253679.1
GL255211.1	NW_003280161.1
GL228274.1	NW_003253224.1
GL214759.1	NW_003239709.1
GL249155.1	NW_003274105.1
GL207136.1	NW_003232086.1
GL203740.1	NW_003228690.1
GL240669.1	NW_003265619.1
GL203986.1	NW_003228936.1
GL231941.1	NW_003256891.1
GL273472.1	NW_003298422.1
GL229914.1	NW_003254864.1
GL247317.1	NW_003272267.1
GL269901.1	NW_003294851.1
GL255139.1	NW_003280089.1
GL195228.1	NW_003220178.1
GL260426.1	NW_003285376.1
GL256057.1	NW_003281007.1
GL260196.1	NW_003285146.1
GL198488.1	NW_003223438.1
GL213029.1	NW_003237979.1
GL201323.1	NW_003226273.1
GL212132.1	NW_003237082.1
GL209025.1	NW_003233975.1
GL262571.1	NW_003287521.1
GL201135.1	NW_003226085.1
GL239302.1	NW_003264252.1
GL242530.1	NW_003267480.1
GL230251.1	NW_003255201.1
GL239975.1	NW_003264925.1
GL230344.1	NW_003255294.1
GL263029.1	NW_003287979.1
GL195906.1	NW_003220856.1
GL194013.1	NW_003218963.1
GL267677.1	NW_003292627.1
GL250184.1	NW_003275134.1
GL270175.1	NW_003295125.1
GL272357.1	NW_003297307.1
GL270211.1	NW_003295161.1
GL247440.1	NW_003272390.1
GL207178.1	NW_003232128.1
GL244814.1	NW_003269764.1
GL232507.1	NW_003257457.1
GL249247.1	NW_003274197.1
GL262945.1	NW_003287895.1
GL228976.1	NW_003253926.1
GL241731.1	NW_003266681.1
GL206887.1	NW_003231837.1
GL273106.1	NW_003298056.1
GL215614.1	NW_003240564.1
GL198635.1	NW_003223585.1
GL224875.1	NW_003249825.1
GL221169.1	NW_003246119.1
GL196947.1	NW_003221897.1
GL216462.1	NW_003241412.1
GL266277.1	NW_003291227.1
GL261587.1	NW_003286537.1
GL267796.1	NW_003292746.1
GL271293.1	NW_003296243.1
GL197130.1	NW_003222080.1
GL238783.1	NW_003263733.1
GL235440.1	NW_003260390.1
GL254775.1	NW_003279725.1
GL272848.1	NW_003297798.1
GL236404.1	NW_003261354.1
GL224312.1	NW_003249262.1
GL252568.1	NW_003277518.1
GL217279.1	NW_003242229.1
GL194196.1	NW_003219146.1
GL264816.1	NW_003289766.1
GL251783.1	NW_003276733.1
GL265959.1	NW_003290909.1
GL213295.1	NW_003238245.1
GL234270.1	NW_003259220.1
GL268393.1	NW_003293343.1
GL212037.1	NW_003236987.1
GL256288.1	NW_003281238.1
GL248414.1	NW_003273364.1
GL241965.1	NW_003266915.1
GL207916.1	NW_003232866.1
GL211447.1	NW_003236397.1
GL258750.1	NW_003283700.1
GL247012.1	NW_003271962.1
GL219560.1	NW_003244510.1
GL235672.1	NW_003260622.1
GL200463.1	NW_003225413.1
GL222907.1	NW_003247857.1
GL249224.1	NW_003274174.1
GL268810.1	NW_003293760.1
GL253442.1	NW_003278392.1
GL234460.1	NW_003259410.1
GL263445.1	NW_003288395.1
GL270902.1	NW_003295852.1
GL195552.1	NW_003220502.1
GL253015.1	NW_003277965.1
GL230355.1	NW_003255305.1
GL270214.1	NW_003295164.1
GL256531.1	NW_003281481.1
GL249338.1	NW_003274288.1
GL211862.1	NW_003236812.1
GL248430.1	NW_003273380.1
GL201542.1	NW_003226492.1
GL216179.1	NW_003241129.1
GL241952.1	NW_003266902.1
GL265860.1	NW_003290810.1
GL272598.1	NW_003297548.1
GL221805.1	NW_003246755.1
GL253751.1	NW_003278701.1
GL213274.1	NW_003238224.1
GL255386.1	NW_003280336.1
GL211735.1	NW_003236685.1
GL222895.1	NW_003247845.1
GL244255.1	NW_003269205.1
GL215024.1	NW_003239974.1
GL257185.1	NW_003282135.1
GL230219.1	NW_003255169.1
GL217891.1	NW_003242841.1
GL198676.1	NW_003223626.1
GL223966.1	NW_003248916.1
GL253082.1	NW_003278032.1
GL245129.1	NW_003270079.1
GL257162.1	NW_003282112.1
GL228109.1	NW_003253059.1
GL231210.1	NW_003256160.1
GL197274.1	NW_003222224.1
GL220407.1	NW_003245357.1
GL236820.1	NW_003261770.1
GL206995.1	NW_003231945.1
GL252666.1	NW_003277616.1
GL252045.1	NW_003276995.1
GL231788.1	NW_003256738.1
GL217051.1	NW_003242001.1
GL232703.1	NW_003257653.1
GL253959.1	NW_003278909.1
GL201626.1	NW_003226576.1
GL209707.1	NW_003234657.1
GL202957.1	NW_003227907.1
GL253122.1	NW_003278072.1
GL227687.1	NW_003252637.1
GL270984.1	NW_003295934.1
GL253456.1	NW_003278406.1
GL210336.1	NW_003235286.1
GL217861.1	NW_003242811.1
GL246771.1	NW_003271721.1
GL251186.1	NW_003276136.1
GL225700.1	NW_003250650.1
GL254611.1	NW_003279561.1
GL237787.1	NW_003262737.1
GL233904.1	NW_003258854.1
GL207107.1	NW_003232057.1
GL265767.1	NW_003290717.1
GL237224.1	NW_003262174.1
GL260177.1	NW_003285127.1
GL253325.1	NW_003278275.1
GL268728.1	NW_003293678.1
GL205653.1	NW_003230603.1
GL207759.1	NW_003232709.1
GL262575.1	NW_003287525.1
GL227585.1	NW_003252535.1
GL198414.1	NW_003223364.1
GL264648.1	NW_003289598.1
GL272396.1	NW_003297346.1
GL199439.1	NW_003224389.1
GL198196.1	NW_003223146.1
GL267388.1	NW_003292338.1
GL202366.1	NW_003227316.1
GL236450.1	NW_003261400.1
GL206001.1	NW_003230951.1
GL262265.1	NW_003287215.1
GL202229.1	NW_003227179.1
GL238909.1	NW_003263859.1
GL251071.1	NW_003276021.1
GL267663.1	NW_003292613.1
GL245592.1	NW_003270542.1
GL215677.1	NW_003240627.1
GL203317.1	NW_003228267.1
GL252517.1	NW_003277467.1
GL211295.1	NW_003236245.1
GL240533.1	NW_003265483.1
GL222298.1	NW_003247248.1
GL259228.1	NW_003284178.1
GL269432.1	NW_003294382.1
GL254404.1	NW_003279354.1
GL227313.1	NW_003252263.1
GL269750.1	NW_003294700.1
GL228714.1	NW_003253664.1
GL255538.1	NW_003280488.1
GL235236.1	NW_003260186.1
GL241745.1	NW_003266695.1
GL260119.1	NW_003285069.1
GL207649.1	NW_003232599.1
GL270540.1	NW_003295490.1
GL219406.1	NW_003244356.1
GL265559.1	NW_003290509.1
GL248829.1	NW_003273779.1
GL207614.1	NW_003232564.1
GL270510.1	NW_003295460.1
GL272016.1	NW_003296966.1
GL218859.1	NW_003243809.1
GL266591.1	NW_003291541.1
GL228941.1	NW_003253891.1
GL226253.1	NW_003251203.1
GL273626.1	NW_003298576.1
GL273567.1	NW_003298517.1
GL256338.1	NW_003281288.1
GL211001.1	NW_003235951.1
GL220251.1	NW_003245201.1
GL235180.1	NW_003260130.1
GL244735.1	NW_003269685.1
GL263607.1	NW_003288557.1
GL223081.1	NW_003248031.1
GL241698.1	NW_003266648.1
GL207567.1	NW_003232517.1
GL207865.1	NW_003232815.1
GL268135.1	NW_003293085.1
GL227453.1	NW_003252403.1
GL193165.1	NW_003218115.1
GL225202.1	NW_003250152.1
GL229273.1	NW_003254223.1
GL219245.1	NW_003244195.1
GL242171.1	NW_003267121.1
GL194056.1	NW_003219006.1
GL215421.1	NW_003240371.1
GL226692.1	NW_003251642.1
GL247089.1	NW_003272039.1
GL222750.1	NW_003247700.1
GL228107.1	NW_003253057.1
GL261737.1	NW_003286687.1
GL193837.1	NW_003218787.1
GL199155.1	NW_003224105.1
GL261729.1	NW_003286679.1
GL203236.1	NW_003228186.1
GL253955.1	NW_003278905.1
GL199591.1	NW_003224541.1
GL250643.1	NW_003275593.1
GL218677.1	NW_003243627.1
GL265450.1	NW_003290400.1
GL233729.1	NW_003258679.1
GL249279.1	NW_003274229.1
GL270985.1	NW_003295935.1
GL240427.1	NW_003265377.1
GL214154.1	NW_003239104.1
GL214225.1	NW_003239175.1
GL212835.1	NW_003237785.1
GL257771.1	NW_003282721.1
GL208659.1	NW_003233609.1
GL195979.1	NW_003220929.1
GL193793.1	NW_003218743.1
GL193714.1	NW_003218664.1
GL227295.1	NW_003252245.1
GL202670.1	NW_003227620.1
GL205510.1	NW_003230460.1
GL240159.1	NW_003265109.1
GL203489.1	NW_003228439.1
GL255397.1	NW_003280347.1
GL238738.1	NW_003263688.1
GL198489.1	NW_003223439.1
GL253737.1	NW_003278687.1
GL209581.1	NW_003234531.1
GL193222.1	NW_003218172.1
GL253972.1	NW_003278922.1
GL236826.1	NW_003261776.1
GL202728.1	NW_003227678.1
GL251910.1	NW_003276860.1
GL215955.1	NW_003240905.1
GL240037.1	NW_003264987.1
GL222442.1	NW_003247392.1
GL241859.1	NW_003266809.1
GL226641.1	NW_003251591.1
GL198927.1	NW_003223877.1
GL213623.1	NW_003238573.1
GL215374.1	NW_003240324.1
GL231472.1	NW_003256422.1
GL211142.1	NW_003236092.1
GL197250.1	NW_003222200.1
GL192438.1	NW_003217388.1
GL218189.1	NW_003243139.1
GL253441.1	NW_003278391.1
GL243062.1	NW_003268012.1
GL198982.1	NW_003223932.1
GL206660.1	NW_003231610.1
GL228926.1	NW_003253876.1
GL192797.1	NW_003217747.1
GL215288.1	NW_003240238.1
GL217501.1	NW_003242451.1
GL211084.1	NW_003236034.1
GL196201.1	NW_003221151.1
GL270219.1	NW_003295169.1
GL201021.1	NW_003225971.1
GL196634.1	NW_003221584.1
GL243106.1	NW_003268056.1
GL222604.1	NW_003247554.1
GL243097.1	NW_003268047.1
GL218716.1	NW_003243666.1
GL195543.1	NW_003220493.1
GL242745.1	NW_003267695.1
GL266194.1	NW_003291144.1
GL222335.1	NW_003247285.1
GL268084.1	NW_003293034.1
GL223919.1	NW_003248869.1
GL236045.1	NW_003260995.1
GL257048.1	NW_003281998.1
GL269566.1	NW_003294516.1
GL249937.1	NW_003274887.1
GL195977.1	NW_003220927.1
GL259410.1	NW_003284360.1
GL251459.1	NW_003276409.1
GL218093.1	NW_003243043.1
GL204208.1	NW_003229158.1
GL205028.1	NW_003229978.1
GL201908.1	NW_003226858.1
GL199650.1	NW_003224600.1
GL234939.1	NW_003259889.1
GL253502.1	NW_003278452.1
GL227975.1	NW_003252925.1
GL257926.1	NW_003282876.1
GL227544.1	NW_003252494.1
GL230722.1	NW_003255672.1
GL273150.1	NW_003298100.1
GL206188.1	NW_003231138.1
GL225121.1	NW_003250071.1
GL224990.1	NW_003249940.1
GL245591.1	NW_003270541.1
GL261710.1	NW_003286660.1
GL219836.1	NW_003244786.1
GL251057.1	NW_003276007.1
GL265928.1	NW_003290878.1
GL254323.1	NW_003279273.1
GL262851.1	NW_003287801.1
GL222890.1	NW_003247840.1
GL198406.1	NW_003223356.1
GL202180.1	NW_003227130.1
GL247241.1	NW_003272191.1
GL217115.1	NW_003242065.1
GL245187.1	NW_003270137.1
GL222623.1	NW_003247573.1
GL257717.1	NW_003282667.1
GL270961.1	NW_003295911.1
GL269617.1	NW_003294567.1
GL225122.1	NW_003250072.1
GL236694.1	NW_003261644.1
GL223761.1	NW_003248711.1
GL212738.1	NW_003237688.1
GL195163.1	NW_003220113.1
GL251204.1	NW_003276154.1
GL261503.1	NW_003286453.1
GL250517.1	NW_003275467.1
GL273758.1	NW_003298708.1
GL201577.1	NW_003226527.1
GL256126.1	NW_003281076.1
GL240279.1	NW_003265229.1
GL219878.1	NW_003244828.1
GL237538.1	NW_003262488.1
GL237315.1	NW_003262265.1
GL269661.1	NW_003294611.1
GL231685.1	NW_003256635.1
GL196080.1	NW_003221030.1
GL249491.1	NW_003274441.1
GL226826.1	NW_003251776.1
GL221733.1	NW_003246683.1
GL235112.1	NW_003260062.1
GL206627.1	NW_003231577.1
GL218248.1	NW_003243198.1
GL250963.1	NW_003275913.1
GL269459.1	NW_003294409.1
GL210145.1	NW_003235095.1
GL200962.1	NW_003225912.1
GL224324.1	NW_003249274.1
GL195934.1	NW_003220884.1
GL196414.1	NW_003221364.1
GL199286.1	NW_003224236.1
GL211600.1	NW_003236550.1
GL243801.1	NW_003268751.1
GL222028.1	NW_003246978.1
GL227561.1	NW_003252511.1
GL218064.1	NW_003243014.1
GL211125.1	NW_003236075.1
GL204318.1	NW_003229268.1
GL252582.1	NW_003277532.1
GL262087.1	NW_003287037.1
GL259505.1	NW_003284455.1
GL223295.1	NW_003248245.1
GL265464.1	NW_003290414.1
GL267814.1	NW_003292764.1
GL224966.1	NW_003249916.1
GL268867.1	NW_003293817.1
GL268864.1	NW_003293814.1
GL247244.1	NW_003272194.1
GL267211.1	NW_003292161.1
GL203765.1	NW_003228715.1
GL210868.1	NW_003235818.1
GL204509.1	NW_003229459.1
GL246368.1	NW_003271318.1
GL238661.1	NW_003263611.1
GL248798.1	NW_003273748.1
GL241544.1	NW_003266494.1
GL243845.1	NW_003268795.1
GL228211.1	NW_003253161.1
GL267503.1	NW_003292453.1
GL216030.1	NW_003240980.1
GL226509.1	NW_003251459.1
GL219686.1	NW_003244636.1
GL268769.1	NW_003293719.1
GL241262.1	NW_003266212.1
GL234395.1	NW_003259345.1
GL201873.1	NW_003226823.1
GL261426.1	NW_003286376.1
GL216837.1	NW_003241787.1
GL232806.1	NW_003257756.1
GL223758.1	NW_003248708.1
GL212553.1	NW_003237503.1
GL207085.1	NW_003232035.1
GL260485.1	NW_003285435.1
GL217798.1	NW_003242748.1
GL267508.1	NW_003292458.1
GL271780.1	NW_003296730.1
GL241875.1	NW_003266825.1
GL238777.1	NW_003263727.1
GL220654.1	NW_003245604.1
GL207063.1	NW_003232013.1
GL230267.1	NW_003255217.1
GL196717.1	NW_003221667.1
GL259389.1	NW_003284339.1
GL230645.1	NW_003255595.1
GL250532.1	NW_003275482.1
GL261994.1	NW_003286944.1
GL199092.1	NW_003224042.1
GL210738.1	NW_003235688.1
GL198158.1	NW_003223108.1
GL240904.1	NW_003265854.1
GL242474.1	NW_003267424.1
GL219577.1	NW_003244527.1
GL194792.1	NW_003219742.1
GL247164.1	NW_003272114.1
GL240790.1	NW_003265740.1
GL245499.1	NW_003270449.1
GL251909.1	NW_003276859.1
GL232230.1	NW_003257180.1
GL196162.1	NW_003221112.1
GL235531.1	NW_003260481.1
GL212679.1	NW_003237629.1
GL210885.1	NW_003235835.1
GL260224.1	NW_003285174.1
GL272226.1	NW_003297176.1
GL273660.1	NW_003298610.1
GL226017.1	NW_003250967.1
GL254045.1	NW_003278995.1
GL253096.1	NW_003278046.1
GL205522.1	NW_003230472.1
GL239614.1	NW_003264564.1
